process_date,name,id,delivery_addr
2023-09-24 13:41:00.865450,A,4743,4743@gmail.com
2023-09-22 23:14:35.865450,A,4743,4743@gmail.com
2023-09-21 08:48:10.865450,A,4743,4743@gmail.com
2023-09-19 18:21:45.865450,A,4743,4743@gmail.com
2023-09-18 03:55:20.865450,A,4743,4743@gmail.com
2023-09-16 13:28:55.865450,A,4743,4743@gmail.com
2023-09-14 23:02:30.865450,A,4743,4743@gmail.com
2023-09-13 08:36:05.865450,A,4743,4743@gmail.com
2023-09-11 18:09:40.865450,A,4743,4743@gmail.com
2023-09-10 03:43:15.865450,A,4743,4743@gmail.com
2023-09-08 13:16:50.865450,A,4743,4743@gmail.com
2023-09-06 22:50:25.865450,A,4743,4743@gmail.com
2023-09-05 08:24:00.865450,A,4743,4743@gmail.com
2023-09-03 17:57:35.865450,A,4743,4743@gmail.com
2023-09-02 03:31:10.865450,A,4743,4743@gmail.com
2023-08-31 13:04:45.865450,A,4743,4743@gmail.com
2023-08-29 22:38:20.865450,A,4743,4743@gmail.com
2023-08-28 08:11:55.865450,A,4743,4743@gmail.com
2023-08-26 17:45:30.865450,A,4743,4743@gmail.com
2023-08-25 03:19:05.865450,A,4743,4743@gmail.com
2023-08-23 12:52:40.865450,A,4743,4743@gmail.com
2023-08-21 22:26:15.865450,A,4743,4743@gmail.com
2023-08-20 07:59:50.865450,A,4743,4743@gmail.com
2023-08-18 17:33:25.865450,A,4743,4743@gmail.com
2023-08-17 03:07:00.865450,A,4743,4743@gmail.com
2023-08-15 12:40:35.865450,A,4743,4743@gmail.com
2023-08-13 22:14:10.865450,A,4743,4743@gmail.com
2023-08-12 07:47:45.865450,A,4743,4743@gmail.com
2023-08-10 17:21:20.865450,A,4743,4743@gmail.com
2023-08-09 02:54:55.865450,A,4743,4743@gmail.com
2023-08-07 12:28:30.865450,A,4743,4743@gmail.com
2023-08-05 22:02:05.865450,A,4743,4743@gmail.com
2023-08-04 07:35:40.865450,A,4743,4743@gmail.com
2023-08-02 17:09:15.865450,A,4743,4743@gmail.com
2023-08-01 02:42:50.865450,A,4743,4743@gmail.com
2023-07-30 12:16:25.865450,A,4743,4743@gmail.com
2023-07-28 21:50:00.865450,A,4743,4743@gmail.com
2023-07-27 07:23:35.865450,A,4743,4743@gmail.com
2023-07-25 16:57:10.865450,A,4743,4743@gmail.com
2023-07-24 02:30:45.865450,A,4743,4743@gmail.com
2023-07-22 12:04:20.865450,A,4743,4743@gmail.com
2023-07-20 21:37:55.865450,A,4743,4743@gmail.com
2023-07-19 07:11:30.865450,A,4743,4743@gmail.com
2023-07-17 16:45:05.865450,A,4743,4743@gmail.com
2023-07-16 02:18:40.865450,A,4743,4743@gmail.com
2023-07-14 11:52:15.865450,A,4743,4743@gmail.com
2023-07-12 21:25:50.865450,A,4743,4743@gmail.com
2023-07-11 06:59:25.865450,A,4743,4743@gmail.com
2023-07-09 16:33:00.865450,A,4743,4743@gmail.com
2023-07-08 02:06:35.865450,A,4743,4743@gmail.com
2023-07-06 11:40:10.865450,A,4743,4743@gmail.com
2023-07-04 21:13:45.865450,A,4743,4743@gmail.com
2023-07-03 06:47:20.865450,A,4743,4743@gmail.com
2023-07-01 16:20:55.865450,A,4743,4743@gmail.com
2023-06-30 01:54:30.865450,A,4743,4743@gmail.com
2023-06-28 11:28:05.865450,A,4743,4743@gmail.com
2023-06-26 21:01:40.865450,A,4743,4743@gmail.com
2023-06-25 06:35:15.865450,A,4743,4743@gmail.com
2023-06-23 16:08:50.865450,A,4743,4743@gmail.com
2023-06-22 01:42:25.865450,A,4743,4743@gmail.com
2023-06-20 11:16:00.865450,A,4743,4743@gmail.com
2023-06-18 20:49:35.865450,A,4743,4743@gmail.com
2023-06-17 06:23:10.865450,A,4743,4743@gmail.com
2023-06-15 15:56:45.865450,A,4743,4743@gmail.com
2023-06-14 01:30:20.865450,A,4743,4743@gmail.com
2023-06-12 11:03:55.865450,A,4743,4743@gmail.com
2023-06-10 20:37:30.865450,A,4743,4743@gmail.com
2023-06-09 06:11:05.865450,A,4743,4743@gmail.com
2023-06-07 15:44:40.865450,A,4743,4743@gmail.com
2023-06-06 01:18:15.865450,A,4743,4743@gmail.com
2023-06-04 10:51:50.865450,A,4743,4743@gmail.com
2023-06-02 20:25:25.865450,A,4743,4743@gmail.com
2023-06-01 05:59:00.865450,A,4743,4743@gmail.com
2023-05-30 15:32:35.865450,A,4743,4743@gmail.com
2023-05-29 01:06:10.865450,A,4743,4743@gmail.com
2023-05-27 10:39:45.865450,A,4743,4743@gmail.com
2023-05-25 20:13:20.865450,A,4743,4743@gmail.com
2023-05-24 05:46:55.865450,A,4743,4743@gmail.com
2023-05-22 15:20:30.865450,A,4743,4743@gmail.com
2023-05-21 00:54:05.865450,A,4743,4743@gmail.com
2023-05-19 10:27:40.865450,A,4743,4743@gmail.com
2023-05-17 20:01:15.865450,A,4743,4743@gmail.com
2023-05-16 05:34:50.865450,A,4743,4743@gmail.com
2023-05-14 15:08:25.865450,A,4743,4743@gmail.com
2023-05-13 00:42:00.865450,A,4743,4743@gmail.com
2023-05-11 10:15:35.865450,A,4743,4743@gmail.com
2023-05-09 19:49:10.865450,A,4743,4743@gmail.com
2023-05-08 05:22:45.865450,A,4743,4743@gmail.com
2023-05-06 14:56:20.865450,A,4743,4743@gmail.com
2023-05-05 00:29:55.865450,A,4743,4743@gmail.com
2023-05-03 10:03:30.865450,A,4743,4743@gmail.com
2023-05-01 19:37:05.865450,A,4743,4743@gmail.com
2023-04-30 05:10:40.865450,A,4743,4743@gmail.com
2023-04-28 14:44:15.865450,A,4743,4743@gmail.com
2023-04-27 00:17:50.865450,A,4743,4743@gmail.com
2023-04-25 09:51:25.865450,A,4743,4743@gmail.com
2023-04-23 19:25:00.865450,A,4743,4743@gmail.com
2023-04-22 04:58:35.865450,A,4743,4743@gmail.com
2023-04-20 14:32:10.865450,A,4743,4743@gmail.com
2023-04-19 00:05:45.865450,A,4743,4743@gmail.com
2023-04-17 09:39:20.865450,A,4743,4743@gmail.com
2023-04-15 19:12:55.865450,A,4743,4743@gmail.com
2023-04-14 04:46:30.865450,A,4743,4743@gmail.com
2023-04-12 14:20:05.865450,A,4743,4743@gmail.com
2023-04-10 23:53:40.865450,A,4743,4743@gmail.com
2023-04-09 09:27:15.865450,A,4743,4743@gmail.com
2023-04-07 19:00:50.865450,A,4743,4743@gmail.com
2023-04-06 04:34:25.865450,A,4743,4743@gmail.com
2023-04-04 14:08:00.865450,A,4743,4743@gmail.com
2023-04-02 23:41:35.865450,A,4743,4743@gmail.com
2023-04-01 09:15:10.865450,A,4743,4743@gmail.com
2023-03-30 18:48:45.865450,A,4743,4743@gmail.com
2023-03-29 04:22:20.865450,A,4743,4743@gmail.com
2023-03-27 13:55:55.865450,A,4743,4743@gmail.com
2023-03-25 23:29:30.865450,A,4743,4743@gmail.com
2023-03-24 09:03:05.865450,A,4743,4743@gmail.com
2023-03-22 18:36:40.865450,A,4743,4743@gmail.com
2023-03-21 04:10:15.865450,A,4743,4743@gmail.com
2023-03-19 13:43:50.865450,A,4743,4743@gmail.com
2023-03-17 23:17:25.865450,A,4743,4743@gmail.com
2023-03-16 08:51:00.865450,A,4743,4743@gmail.com
2023-03-14 18:24:35.865450,A,4743,4743@gmail.com
2023-03-13 03:58:10.865450,A,4743,4743@gmail.com
2023-03-11 13:31:45.865450,A,4743,4743@gmail.com
2023-03-09 23:05:20.865450,A,4743,4743@gmail.com
2023-03-08 08:38:55.865450,A,4743,4743@gmail.com
2023-03-06 18:12:30.865450,A,4743,4743@gmail.com
2023-03-05 03:46:05.865450,A,4743,4743@gmail.com
2023-03-03 13:19:40.865450,A,4743,4743@gmail.com
2023-03-01 22:53:15.865450,A,4743,4743@gmail.com
2023-02-28 08:26:50.865450,A,4743,4743@gmail.com
2023-02-26 18:00:25.865450,A,4743,4743@gmail.com
2023-02-25 03:34:00.865450,A,4743,4743@gmail.com
2023-02-23 13:07:35.865450,A,4743,4743@gmail.com
2023-02-21 22:41:10.865450,A,4743,4743@gmail.com
2023-02-20 08:14:45.865450,A,4743,4743@gmail.com
2023-02-18 17:48:20.865450,A,4743,4743@gmail.com
2023-02-17 03:21:55.865450,A,4743,4743@gmail.com
2023-02-15 12:55:30.865450,A,4743,4743@gmail.com
2023-02-13 22:29:05.865450,A,4743,4743@gmail.com
2023-02-12 08:02:40.865450,A,4743,4743@gmail.com
2023-02-10 17:36:15.865450,A,4743,4743@gmail.com
2023-02-09 03:09:50.865450,A,4743,4743@gmail.com
2023-02-07 12:43:25.865450,A,4743,4743@gmail.com
2023-02-05 22:17:00.865450,A,4743,4743@gmail.com
2023-02-04 07:50:35.865450,A,4743,4743@gmail.com
2023-02-02 17:24:10.865450,A,4743,4743@gmail.com
2023-02-01 02:57:45.865450,A,4743,4743@gmail.com
2023-01-30 12:31:20.865450,A,4743,4743@gmail.com
2023-01-28 22:04:55.865450,A,4743,4743@gmail.com
2023-01-27 07:38:30.865450,A,4743,4743@gmail.com
2023-01-25 17:12:05.865450,A,4743,4743@gmail.com
2023-01-24 02:45:40.865450,A,4743,4743@gmail.com
2023-01-22 12:19:15.865450,A,4743,4743@gmail.com
2023-01-20 21:52:50.865450,A,4743,4743@gmail.com
2023-01-19 07:26:25.865450,A,4743,4743@gmail.com
2023-01-17 17:00:00.865450,A,4743,4743@gmail.com
2023-01-16 02:33:35.865450,A,4743,4743@gmail.com
2023-01-14 12:07:10.865450,A,4743,4743@gmail.com
2023-01-12 21:40:45.865450,A,4743,4743@gmail.com
2023-01-11 07:14:20.865450,A,4743,4743@gmail.com
2023-01-09 16:47:55.865450,A,4743,4743@gmail.com
2023-01-08 02:21:30.865450,A,4743,4743@gmail.com
2023-01-06 11:55:05.865450,A,4743,4743@gmail.com
2023-01-04 21:28:40.865450,A,4743,4743@gmail.com
2023-01-03 07:02:15.865450,A,4743,4743@gmail.com
2023-01-01 16:35:50.865450,A,4743,4743@gmail.com
2022-12-31 02:09:25.865450,A,4743,4743@gmail.com
2022-12-29 11:43:00.865450,A,4743,4743@gmail.com
2022-12-27 21:16:35.865450,A,4743,4743@gmail.com
2022-12-26 06:50:10.865450,A,4743,4743@gmail.com
2022-12-24 16:23:45.865450,A,4743,4743@gmail.com
2022-12-23 01:57:20.865450,A,4743,4743@gmail.com
2022-12-21 11:30:55.865450,A,4743,4743@gmail.com
2022-12-19 21:04:30.865450,A,4743,4743@gmail.com
2022-12-18 06:38:05.865450,A,4743,4743@gmail.com
2022-12-16 16:11:40.865450,A,4743,4743@gmail.com
2022-12-15 01:45:15.865450,A,4743,4743@gmail.com
2022-12-13 11:18:50.865450,A,4743,4743@gmail.com
2022-12-11 20:52:25.865450,A,4743,4743@gmail.com
2022-12-10 06:26:00.865450,A,4743,4743@gmail.com
2022-12-08 15:59:35.865450,A,4743,4743@gmail.com
2022-12-07 01:33:10.865450,A,4743,4743@gmail.com
2022-12-05 11:06:45.865450,A,4743,4743@gmail.com
2022-12-03 20:40:20.865450,A,4743,4743@gmail.com
2022-12-02 06:13:55.865450,A,4743,4743@gmail.com
2022-11-30 15:47:30.865450,A,4743,4743@gmail.com
2022-11-29 01:21:05.865450,A,4743,4743@gmail.com
2022-11-27 10:54:40.865450,A,4743,4743@gmail.com
2022-11-25 20:28:15.865450,A,4743,4743@gmail.com
2022-11-24 06:01:50.865450,A,4743,4743@gmail.com
2022-11-22 15:35:25.865450,A,4743,4743@gmail.com
2022-11-21 01:09:00.865450,A,4743,4743@gmail.com
2022-11-19 10:42:35.865450,A,4743,4743@gmail.com
2022-11-17 20:16:10.865450,A,4743,4743@gmail.com
2022-11-16 05:49:45.865450,A,4743,4743@gmail.com
2022-11-14 15:23:20.865450,A,4743,4743@gmail.com
2022-11-13 00:56:55.865450,A,4743,4743@gmail.com
2022-11-11 10:30:30.865450,A,4743,4743@gmail.com
2022-11-09 20:04:05.865450,A,4743,4743@gmail.com
2022-11-08 05:37:40.865450,A,4743,4743@gmail.com
2022-11-06 15:11:15.865450,A,4743,4743@gmail.com
2022-11-05 00:44:50.865450,A,4743,4743@gmail.com
2022-11-03 10:18:25.865450,A,4743,4743@gmail.com
2022-11-01 19:52:00.865450,A,4743,4743@gmail.com
2022-10-31 05:25:35.865450,A,4743,4743@gmail.com
2022-10-29 14:59:10.865450,A,4743,4743@gmail.com
2022-10-28 00:32:45.865450,A,4743,4743@gmail.com
2022-10-26 10:06:20.865450,A,4743,4743@gmail.com
2022-10-24 19:39:55.865450,A,4743,4743@gmail.com
2022-10-23 05:13:30.865450,A,4743,4743@gmail.com
2022-10-21 14:47:05.865450,A,4743,4743@gmail.com
2022-10-20 00:20:40.865450,A,4743,4743@gmail.com
2022-10-18 09:54:15.865450,A,4743,4743@gmail.com
2022-10-16 19:27:50.865450,A,4743,4743@gmail.com
2022-10-15 05:01:25.865450,A,4743,4743@gmail.com
2022-10-13 14:35:00.865450,A,4743,4743@gmail.com
2022-10-12 00:08:35.865450,A,4743,4743@gmail.com
2022-10-10 09:42:10.865450,A,4743,4743@gmail.com
2022-10-08 19:15:45.865450,A,4743,4743@gmail.com
2022-10-07 04:49:20.865450,A,4743,4743@gmail.com
2022-10-05 14:22:55.865450,A,4743,4743@gmail.com
2022-10-03 23:56:30.865450,A,4743,4743@gmail.com
2022-10-02 09:30:05.865450,A,4743,4743@gmail.com
2022-09-30 19:03:40.865450,A,4743,4743@gmail.com
2022-09-29 04:37:15.865450,A,4743,4743@gmail.com
2022-09-27 14:10:50.865450,A,4743,4743@gmail.com
2022-09-25 23:44:25.865450,A,4743,4743@gmail.com
2022-09-24 09:18:00.865450,A,4743,4743@gmail.com
2022-09-22 18:51:35.865450,A,4743,4743@gmail.com
2022-09-21 04:25:10.865450,A,4743,4743@gmail.com
2022-09-19 13:58:45.865450,A,4743,4743@gmail.com
2022-09-17 23:32:20.865450,A,4743,4743@gmail.com
2022-09-16 09:05:55.865450,A,4743,4743@gmail.com
2022-09-14 18:39:30.865450,A,4743,4743@gmail.com
2022-09-13 04:13:05.865450,A,4743,4743@gmail.com
2022-09-11 13:46:40.865450,A,4743,4743@gmail.com
2022-09-09 23:20:15.865450,A,4743,4743@gmail.com
2022-09-08 08:53:50.865450,A,4743,4743@gmail.com
2022-09-06 18:27:25.865450,A,4743,4743@gmail.com
2022-09-05 04:01:00.865450,A,4743,4743@gmail.com
2022-09-03 13:34:35.865450,A,4743,4743@gmail.com
2022-09-01 23:08:10.865450,A,4743,4743@gmail.com
2022-08-31 08:41:45.865450,A,4743,4743@gmail.com
2022-08-29 18:15:20.865450,A,4743,4743@gmail.com
2022-08-28 03:48:55.865450,A,4743,4743@gmail.com
2022-08-26 13:22:30.865450,A,4743,4743@gmail.com
2022-08-24 22:56:05.865450,A,4743,4743@gmail.com
2022-08-23 08:29:40.865450,A,4743,4743@gmail.com
2022-08-21 18:03:15.865450,A,4743,4743@gmail.com
2022-08-20 03:36:50.865450,A,4743,4743@gmail.com
2022-08-18 13:10:25.865450,A,4743,4743@gmail.com
2022-08-16 22:44:00.865450,A,4743,4743@gmail.com
2022-08-15 08:17:35.865450,A,4743,4743@gmail.com
2022-08-13 17:51:10.865450,A,4743,4743@gmail.com
2022-08-12 03:24:45.865450,A,4743,4743@gmail.com
2022-08-10 12:58:20.865450,A,4743,4743@gmail.com
2022-08-08 22:31:55.865450,A,4743,4743@gmail.com
2022-08-07 08:05:30.865450,A,4743,4743@gmail.com
2022-08-05 17:39:05.865450,A,4743,4743@gmail.com
2022-08-04 03:12:40.865450,A,4743,4743@gmail.com
2022-08-02 12:46:15.865450,A,4743,4743@gmail.com
2022-07-31 22:19:50.865450,A,4743,4743@gmail.com
2022-07-30 07:53:25.865450,A,4743,4743@gmail.com
2022-07-28 17:27:00.865450,A,4743,4743@gmail.com
2022-07-27 03:00:35.865450,A,4743,4743@gmail.com
2022-07-25 12:34:10.865450,A,4743,4743@gmail.com
2022-07-23 22:07:45.865450,A,4743,4743@gmail.com
2022-07-22 07:41:20.865450,A,4743,4743@gmail.com
2022-07-20 17:14:55.865450,A,4743,4743@gmail.com
2022-07-19 02:48:30.865450,A,4743,4743@gmail.com
2022-07-17 12:22:05.865450,A,4743,4743@gmail.com
2022-07-15 21:55:40.865450,A,4743,4743@gmail.com
2022-07-14 07:29:15.865450,A,4743,4743@gmail.com
2022-07-12 17:02:50.865450,A,4743,4743@gmail.com
2022-07-11 02:36:25.865450,A,4743,4743@gmail.com
2022-07-09 12:10:00.865450,A,4743,4743@gmail.com
2022-07-07 21:43:35.865450,A,4743,4743@gmail.com
2022-07-06 07:17:10.865450,A,4743,4743@gmail.com
2022-07-04 16:50:45.865450,A,4743,4743@gmail.com
2022-07-03 02:24:20.865450,A,4743,4743@gmail.com
2022-07-01 11:57:55.865450,A,4743,4743@gmail.com
2022-06-29 21:31:30.865450,A,4743,4743@gmail.com
2022-06-28 07:05:05.865450,A,4743,4743@gmail.com
2022-06-26 16:38:40.865450,A,4743,4743@gmail.com
2022-06-25 02:12:15.865450,A,4743,4743@gmail.com
2022-06-23 11:45:50.865450,A,4743,4743@gmail.com
2022-06-21 21:19:25.865450,A,4743,4743@gmail.com
2022-06-20 06:53:00.865450,A,4743,4743@gmail.com
2022-06-18 16:26:35.865450,A,4743,4743@gmail.com
2022-06-17 02:00:10.865450,A,4743,4743@gmail.com
2022-06-15 11:33:45.865450,A,4743,4743@gmail.com
2022-06-13 21:07:20.865450,A,4743,4743@gmail.com
2022-06-12 06:40:55.865450,A,4743,4743@gmail.com
2022-06-10 16:14:30.865450,A,4743,4743@gmail.com
2022-06-09 01:48:05.865450,A,4743,4743@gmail.com
2022-06-07 11:21:40.865450,A,4743,4743@gmail.com
2022-06-05 20:55:15.865450,A,4743,4743@gmail.com
2022-06-04 06:28:50.865450,A,4743,4743@gmail.com
2022-06-02 16:02:25.865450,A,4743,4743@gmail.com
2022-06-01 01:36:00.865450,A,4743,4743@gmail.com
2022-05-30 11:09:35.865450,A,4743,4743@gmail.com
2022-05-28 20:43:10.865450,A,4743,4743@gmail.com
2022-05-27 06:16:45.865450,A,4743,4743@gmail.com
2022-05-25 15:50:20.865450,A,4743,4743@gmail.com
2022-05-24 01:23:55.865450,A,4743,4743@gmail.com
2022-05-22 10:57:30.865450,A,4743,4743@gmail.com
2022-05-20 20:31:05.865450,A,4743,4743@gmail.com
2022-05-19 06:04:40.865450,A,4743,4743@gmail.com
2022-05-17 15:38:15.865450,A,4743,4743@gmail.com
2022-05-16 01:11:50.865450,A,4743,4743@gmail.com
2022-05-14 10:45:25.865450,A,4743,4743@gmail.com
2022-05-12 20:19:00.865450,A,4743,4743@gmail.com
2022-05-11 05:52:35.865450,A,4743,4743@gmail.com
2022-05-09 15:26:10.865450,A,4743,4743@gmail.com
2022-05-08 00:59:45.865450,A,4743,4743@gmail.com
2022-05-06 10:33:20.865450,A,4743,4743@gmail.com
2022-05-04 20:06:55.865450,A,4743,4743@gmail.com
2022-05-03 05:40:30.865450,A,4743,4743@gmail.com
2022-05-01 15:14:05.865450,A,4743,4743@gmail.com
2022-04-30 00:47:40.865450,A,4743,4743@gmail.com
2022-04-28 10:21:15.865450,A,4743,4743@gmail.com
